FechaElección ;Ganador;Inflación12Meses;InflaciónMensual;Ticker;Sector;Retorno;;
2/11/2004;R;3.52%;0.05%;LH;Health Care;0.001091418;;
2/11/2004;R;3.52%;0.05%;CFG;Financials;;;
2/11/2004;R;3.52%;0.05%;CMS;Utilities;-0.013814934;;
2/11/2004;R;3.52%;0.05%;IP;Materials;-0.006223856;;
2/11/2004;R;3.52%;0.05%;ARE;Industrials;-0.012818303;;
2/11/2004;R;3.52%;0.05%;ERIE;Financials;0.024696162;;
2/11/2004;R;3.52%;0.05%;NRG;Utilities;0.016457691;;
2/11/2004;R;3.52%;0.05%;CNP;Utilities;-0.012275736;;
2/11/2004;R;3.52%;0.05%;DRI;Consumer Discretionary;-0.01480549;;
2/11/2004;R;3.52%;0.05%;FOX;Telecommunications Services;;;
2/11/2004;R;3.52%;0.05%;FOXA;Telecommunications Services;;;
2/11/2004;R;3.52%;0.05%;ESS;Industrials;-0.000758768;;
2/11/2004;R;3.52%;0.05%;PFG;Financials;0.031496132;;
2/11/2004;R;3.52%;0.05%;JBHT;Industrials;-0.017848502;;
2/11/2004;R;3.52%;0.05%;BBY;Consumer Discretionary;-0.009211227;;
2/11/2004;R;3.52%;0.05%;BF-B;Consumer Staples;0.011295476;;
2/11/2004;R;3.52%;0.05%;LUV;Industrials;0.032341685;;
2/11/2004;R;3.52%;0.05%;SNA;Consumer Discretionary;0.014429714;;
2/11/2004;R;3.52%;0.05%;MOH;Health Care;-0.001593163;;
2/11/2004;R;3.52%;0.05%;PODD;Health Care;;;
2/11/2004;R;3.52%;0.05%;MAA;Industrials;-0.018792147;;
2/11/2004;R;3.52%;0.05%;HOLX;Health Care;-0.001508234;;
2/11/2004;R;3.52%;0.05%;GEN;Information Technology;0.020926999;;
2/11/2004;R;3.52%;0.05%;J;Industrials;-0.000495881;;
2/11/2004;R;3.52%;0.05%;ULTA;Consumer Discretionary;;;
2/11/2004;R;3.52%;0.05%;FDS;Information Technology;0.002418658;;
2/11/2004;R;3.52%;0.05%;CTRA;Energy;-0.023866528;;
2/11/2004;R;3.52%;0.05%;L;Financials;0.026183608;;
2/11/2004;R;3.52%;0.05%;TER;Information Technology;-0.021428844;;
2/11/2004;R;3.52%;0.05%;BALL;Materials;-0.007910994;;
2/11/2004;R;3.52%;0.05%;DGX;Health Care;-0.003402708;;
2/11/2004;R;3.52%;0.05%;TRMB;Information Technology;-0.012816101;;
2/11/2004;R;3.52%;0.05%;BAX;Health Care;-0.006800331;;
2/11/2004;R;3.52%;0.05%;VRSN;Information Technology;0.00827682;;
2/11/2004;R;3.52%;0.05%;MAS;Industrials;-0.022309924;;
2/11/2004;R;3.52%;0.05%;NWS;Telecommunications Services;;;
2/11/2004;R;3.52%;0.05%;NWSA;Consumer Discretionary;;;
2/11/2004;R;3.52%;0.05%;IEX;Industrials;-0.013746605;;
2/11/2004;R;3.52%;0.05%;PNR;Industrials;0.03946293;;
2/11/2004;R;3.52%;0.05%;GPC;Consumer Discretionary;0.010025115;;
2/11/2004;R;3.52%;0.05%;EXPD;Industrials;-0.121469424;;
2/11/2004;R;3.52%;0.05%;KIM;Financials;-0.00564062;;
2/11/2004;R;3.52%;0.05%;NI;Utilities;-0.011628034;;
2/11/2004;R;3.52%;0.05%;HRL;Consumer Staples;0.014865585;;
2/11/2004;R;3.52%;0.05%;AVY;Industrials;-0.009471473;;
2/11/2004;R;3.52%;0.05%;ALGN;Health Care;0.019065759;;
2/11/2004;R;3.52%;0.05%;TXT;Industrials;-0.002190161;;
2/11/2004;R;3.52%;0.05%;DOC;Industrials;-0.011408177;;
2/11/2004;R;3.52%;0.05%;INCY;Health Care;-0.060693652;;
2/11/2004;R;3.52%;0.05%;MRO;Energy;-0.015413427;;
2/11/2004;R;3.52%;0.05%;DPZ;Consumer Discretionary;0.005952405;;
2/11/2004;R;3.52%;0.05%;EG;Consumer Discretionary;0.009943373;;
2/11/2004;R;3.52%;0.05%;VTRS;Financials;-0.028301754;;
2/11/2004;R;3.52%;0.05%;JBL;Information Technology;0.012048552;;
2/11/2004;R;3.52%;0.05%;NDSN;Industrials;0.00343583;;
2/11/2004;R;3.52%;0.05%;RVTY;Health Care;0.011100456;;
2/11/2004;R;3.52%;0.05%;LNT;Utilities;-0.013267863;;
2/11/2004;R;3.52%;0.05%;AMCR;Materials;;;
2/11/2004;R;3.52%;0.05%;UDR;Industrials;0.001408326;;
2/11/2004;R;3.52%;0.05%;CF;Materials;;;
2/11/2004;R;3.52%;0.05%;EVRG;Utilities;-0.018440042;;
2/11/2004;R;3.52%;0.05%;SMCI;Information Technology;;;
2/11/2004;R;3.52%;0.05%;SWKS;Information Technology;0.00111626;;
2/11/2004;R;3.52%;0.05%;POOL;Consumer Discretionary;-0.008725217;;
2/11/2004;R;3.52%;0.05%;FFIV;Information Technology;0.050163031;;
2/11/2004;R;3.52%;0.05%;CPB;Consumer Staples;-0.001862009;;
2/11/2004;R;3.52%;0.05%;REG;Industrials;-0.003825067;;
2/11/2004;R;3.52%;0.05%;AKAM;Information Technology;0.000714813;;
2/11/2004;R;3.52%;0.05%;EPAM;Information Technology;;;
2/11/2004;R;3.52%;0.05%;APTV;Industrials;;;
2/11/2004;R;3.52%;0.05%;DLTR;Consumer Discretionary;0.020244258;;
2/11/2004;R;3.52%;0.05%;PAYC;Information Technology;;;
2/11/2004;R;3.52%;0.05%;JKHY;Information Technology;0.017232367;;
2/11/2004;R;3.52%;0.05%;BXP;Financials;-0.009068212;;
2/11/2004;R;3.52%;0.05%;CPT;Industrials;0.004795278;;
2/11/2004;R;3.52%;0.05%;JNPR;Information Technology;0.015495307;;
2/11/2004;R;3.52%;0.05%;CHRW;Industrials;-0.020576561;;
2/11/2004;R;3.52%;0.05%;DAY;Financials;;;
2/11/2004;R;3.52%;0.05%;HST;Financials;-0.008820126;;
2/11/2004;R;3.52%;0.05%;SOLV;Materials;;;
2/11/2004;R;3.52%;0.05%;ALLE;Industrials;;;
2/11/2004;R;3.52%;0.05%;TAP;Consumer Staples;0.017709813;;
2/11/2004;R;3.52%;0.05%;UHS;Health Care;-0.001196156;;
2/11/2004;R;3.52%;0.05%;SJM;Consumer Staples;-0.006620793;;
2/11/2004;R;3.52%;0.05%;DVA;Health Care;0.014545472;;
2/11/2004;R;3.52%;0.05%;TPR;Consumer Discretionary;0.001301865;;
2/11/2004;R;3.52%;0.05%;BG;Materials;0.005557296;;
2/11/2004;R;3.52%;0.05%;TECH;Health Care;-0.010812219;;
2/11/2004;R;3.52%;0.05%;NCLH;Consumer Discretionary;;;
2/11/2004;R;3.52%;0.05%;ALB;Materials;-0.008009258;;
2/11/2004;R;3.52%;0.05%;EMN;Materials;-0.004660807;;
2/11/2004;R;3.52%;0.05%;KMX;Consumer Discretionary;-0.021317144;;
2/11/2004;R;3.52%;0.05%;LW;Consumer Discretionary;;;
2/11/2004;R;3.52%;0.05%;GNRC;Industrials;;;
2/11/2004;R;3.52%;0.05%;IPG;Consumer Discretionary;-0.016233866;;
2/11/2004;R;3.52%;0.05%;CRL;Health Care;-0.017948722;;
2/11/2004;R;3.52%;0.05%;BEN;Financials;-0.012705874;;
2/11/2004;R;3.52%;0.05%;MGM;Consumer Discretionary;0.006246665;;
2/11/2004;R;3.52%;0.05%;AOS;Industrials;0.016032656;;
2/11/2004;R;3.52%;0.05%;CTLT;Health Care;;;
2/11/2004;R;3.52%;0.05%;AIZ;Financials;0;;
2/11/2004;R;3.52%;0.05%;PNW;Utilities;-0.010070594;;
2/11/2004;R;3.52%;0.05%;MKTX;Financials;;;
2/11/2004;R;3.52%;0.05%;LKQ;Consumer Discretionary;-0.007643305;;
2/11/2004;R;3.52%;0.05%;FRT;Industrials;-0.003134772;;
2/11/2004;R;3.52%;0.05%;AES;Utilities;0.001818386;;
2/11/2004;R;3.52%;0.05%;CE;Materials;;;
2/11/2004;R;3.52%;0.05%;WYNN;Consumer Discretionary;0.023239765;;
2/11/2004;R;3.52%;0.05%;MHK;Consumer Discretionary;0.01484976;;
2/11/2004;R;3.52%;0.05%;GL;Financials;-0.001476363;;
2/11/2004;R;3.52%;0.05%;TFX;Health Care;0.01169025;;
2/11/2004;R;3.52%;0.05%;ENPH;Information Technology;;;
2/11/2004;R;3.52%;0.05%;HAS;Consumer Discretionary;0.007799526;;
2/11/2004;R;3.52%;0.05%;MOS;Materials;-0.002645106;;
2/11/2004;R;3.52%;0.05%;CZR;Consumer Discretionary;;;
2/11/2004;R;3.52%;0.05%;HSIC;Health Care;-0.011114624;;
2/11/2004;R;3.52%;0.05%;AMTM;Industrials;;;
2/11/2004;R;3.52%;0.05%;IVZ;Financials;0.020720973;;
2/11/2004;R;3.52%;0.05%;APA;Energy;-0.029814893;;
2/11/2004;R;3.52%;0.05%;HII;Industrials;;;
2/11/2004;R;3.52%;0.05%;MTCH;Telecommunications Services;0.0027345;;
2/11/2004;R;3.52%;0.05%;WBA;Consumer Discretionary;0.020729797;;
2/11/2004;R;3.52%;0.05%;PARA;Telecommunications Services;;;
2/11/2004;R;3.52%;0.05%;FMC;Materials;-0.005420881;;
2/11/2004;R;3.52%;0.05%;BWA;Consumer Discretionary;0.002560536;;
2/11/2004;R;3.52%;0.05%;QRVO;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;NVDA;Information Technology;0.063980662;;
4/11/2008;D;1.07%;-1.92%;AAPL;Information Technology;0.037677751;;
4/11/2008;D;1.07%;-1.92%;MSFT;Information Technology;0.040229916;;
4/11/2008;D;1.07%;-1.92%;GOOG;Information Technology;0.059020507;;
4/11/2008;D;1.07%;-1.92%;GOOGL;Information Technology;0.059020448;;
4/11/2008;D;1.07%;-1.92%;AMZN;Consumer Discretionary;0.048054445;;
4/11/2008;D;1.07%;-1.92%;META;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;TSLA;Consumer Discretionary;;;
4/11/2008;D;1.07%;-1.92%;BRK-B;Financials;0.023316103;;
4/11/2008;D;1.07%;-1.92%;AVGO;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;LLY;Health Care;0.033519804;;
4/11/2008;D;1.07%;-1.92%;WMT;Consumer Staples;0.002858368;;
4/11/2008;D;1.07%;-1.92%;JPM;Financials;0.035354944;;
4/11/2008;D;1.07%;-1.92%;V;Information Technology;0.139454808;;
4/11/2008;D;1.07%;-1.92%;UNH;Health Care;-0.028522953;;
4/11/2008;D;1.07%;-1.92%;XOM;Energy;0.043074301;;
4/11/2008;D;1.07%;-1.92%;ORCL;Information Technology;0.031096395;;
4/11/2008;D;1.07%;-1.92%;MA;Information Technology;0.183125845;;
4/11/2008;D;1.07%;-1.92%;COST;Consumer Staples;0.03029751;;
4/11/2008;D;1.07%;-1.92%;HD;Consumer Discretionary;0.052655591;;
4/11/2008;D;1.07%;-1.92%;PG;Consumer Staples;0.025931531;;
4/11/2008;D;1.07%;-1.92%;JNJ;Health Care;0.011936039;;
4/11/2008;D;1.07%;-1.92%;ABBV;Health Care;;;
4/11/2008;D;1.07%;-1.92%;BAC;Financials;0.038966103;;
4/11/2008;D;1.07%;-1.92%;NFLX;Information Technology;0.028681448;;
4/11/2008;D;1.07%;-1.92%;CRM;Information Technology;0.030729014;;
4/11/2008;D;1.07%;-1.92%;CVX;Energy;0.061067264;;
4/11/2008;D;1.07%;-1.92%;KO;Consumer Staples;0.012761373;;
4/11/2008;D;1.07%;-1.92%;TMUS;Information Technology;0.042735033;;
4/11/2008;D;1.07%;-1.92%;MRK;Health Care;0.038705142;;
4/11/2008;D;1.07%;-1.92%;AMD;Information Technology;0.052631596;;
4/11/2008;D;1.07%;-1.92%;WFC;Financials;0.038757771;;
4/11/2008;D;1.07%;-1.92%;CSCO;Information Technology;0.065697261;;
4/11/2008;D;1.07%;-1.92%;PEP;Consumer Staples;0.015138241;;
4/11/2008;D;1.07%;-1.92%;ACN;Information Technology;0.027027419;;
4/11/2008;D;1.07%;-1.92%;LIN;Industrials;0.078496511;;
4/11/2008;D;1.07%;-1.92%;ADBE;Information Technology;0.073637703;;
4/11/2008;D;1.07%;-1.92%;BX;Information Technology;0.048780491;;
4/11/2008;D;1.07%;-1.92%;MCD;Consumer Discretionary;0.013151011;;
4/11/2008;D;1.07%;-1.92%;TMO;Health Care;0.053615227;;
4/11/2008;D;1.07%;-1.92%;NOW;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;AXP;Financials;0.052966242;;
4/11/2008;D;1.07%;-1.92%;ABT;Health Care;0.007321857;;
4/11/2008;D;1.07%;-1.92%;TXN;Information Technology;0.009519032;;
4/11/2008;D;1.07%;-1.92%;GE;Industrials;0.076165335;;
4/11/2008;D;1.07%;-1.92%;IBM;Information Technology;0.007768857;;
4/11/2008;D;1.07%;-1.92%;PM;Consumer Staples;0.050223122;;
4/11/2008;D;1.07%;-1.92%;INTU;Information Technology;0;;
4/11/2008;D;1.07%;-1.92%;ISRG;Health Care;0.106554641;;
4/11/2008;D;1.07%;-1.92%;CAT;Industrials;0.083055249;;
4/11/2008;D;1.07%;-1.92%;QCOM;Information Technology;0.020429717;;
4/11/2008;D;1.07%;-1.92%;GS;Financials;0.066337422;;
4/11/2008;D;1.07%;-1.92%;DIS;Consumer Discretionary;0.039137205;;
4/11/2008;D;1.07%;-1.92%;DHR;Industrials;0.045142137;;
4/11/2008;D;1.07%;-1.92%;AMGN;Health Care;-0.015922126;;
4/11/2008;D;1.07%;-1.92%;VZ;Telecommunications Services;0.060487145;;
4/11/2008;D;1.07%;-1.92%;CMCSA;Consumer Discretionary;0.039789746;;
4/11/2008;D;1.07%;-1.92%;RTX;Industrials;0.055299195;;
4/11/2008;D;1.07%;-1.92%;BKNG;Consumer Discretionary;0.031363537;;
4/11/2008;D;1.07%;-1.92%;BLK;Financials;0.04619094;;
4/11/2008;D;1.07%;-1.92%;T;Telecommunications Services;0.052858691;;
4/11/2008;D;1.07%;-1.92%;AMAT;Information Technology;0.027006303;;
4/11/2008;D;1.07%;-1.92%;NEE;Utilities;0.016101457;;
4/11/2008;D;1.07%;-1.92%;SPGI;Financials;0.058104172;;
4/11/2008;D;1.07%;-1.92%;LOW;Consumer Discretionary;0.044949065;;
4/11/2008;D;1.07%;-1.92%;PGR;Financials;0.030043253;;
4/11/2008;D;1.07%;-1.92%;UBER;Consumer Discretionary;;;
4/11/2008;D;1.07%;-1.92%;PFE;Health Care;0.036599623;;
4/11/2008;D;1.07%;-1.92%;UNP;Industrials;0.079098586;;
4/11/2008;D;1.07%;-1.92%;ETN;Industrials;0.094165124;;
4/11/2008;D;1.07%;-1.92%;SYK;Health Care;0.020528854;;
4/11/2008;D;1.07%;-1.92%;HON;Industrials;0.061145331;;
4/11/2008;D;1.07%;-1.92%;KKR;Financials;;;
4/11/2008;D;1.07%;-1.92%;SCHW;Financials;0.080578739;;
4/11/2008;D;1.07%;-1.92%;LMT;Industrials;0.022981498;;
4/11/2008;D;1.07%;-1.92%;VRTX;Health Care;0.06175602;;
4/11/2008;D;1.07%;-1.92%;PLTR;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;TJX;Consumer Discretionary;0.032081394;;
4/11/2008;D;1.07%;-1.92%;BSX;Health Care;0.011312152;;
4/11/2008;D;1.07%;-1.92%;C;Financials;0.049320836;;
4/11/2008;D;1.07%;-1.92%;COP;Energy;0.08165204;;
4/11/2008;D;1.07%;-1.92%;PANW;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;ANET;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;ADP;Information Technology;0.088968741;;
4/11/2008;D;1.07%;-1.92%;MU;Information Technology;0.064102607;;
4/11/2008;D;1.07%;-1.92%;GILD;Health Care;-0.0050731;;
4/11/2008;D;1.07%;-1.92%;FI;Financials;0.051312631;;
4/11/2008;D;1.07%;-1.92%;UPS;Industrials;0.040739804;;
4/11/2008;D;1.07%;-1.92%;CB;Financials;0.001991765;;
4/11/2008;D;1.07%;-1.92%;INTC;Information Technology;0.039641865;;
4/11/2008;D;1.07%;-1.92%;NKE;Consumer Discretionary;0.006805124;;
4/11/2008;D;1.07%;-1.92%;MDT;Health Care;-0.008355479;;
4/11/2008;D;1.07%;-1.92%;ADI;Information Technology;0.050141976;;
4/11/2008;D;1.07%;-1.92%;CHTR;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;MMC;Financials;0.023079395;;
4/11/2008;D;1.07%;-1.92%;SBUX;Consumer Discretionary;-0.007182815;;
4/11/2008;D;1.07%;-1.92%;PLD;Financials;0.068765255;;
4/11/2008;D;1.07%;-1.92%;BMY;Health Care;0.050608311;;
4/11/2008;D;1.07%;-1.92%;DE;Industrials;0.089930933;;
4/11/2008;D;1.07%;-1.92%;LRCX;Information Technology;0.081187284;;
4/11/2008;D;1.07%;-1.92%;ELV;Health Care;-0.004025153;;
4/11/2008;D;1.07%;-1.92%;DELL;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;SHW;Consumer Discretionary;0.039020472;;
4/11/2008;D;1.07%;-1.92%;SO;Utilities;0.010919282;;
4/11/2008;D;1.07%;-1.92%;AMT;Financials;-0.005826369;;
4/11/2008;D;1.07%;-1.92%;GEV;Energy;;;
4/11/2008;D;1.07%;-1.92%;TT;Industrials;0.050504791;;
4/11/2008;D;1.07%;-1.92%;KLAC;Information Technology;0.044356814;;
4/11/2008;D;1.07%;-1.92%;MO;Consumer Staples;-0.002090747;;
4/11/2008;D;1.07%;-1.92%;REGN;Health Care;-0.005533134;;
4/11/2008;D;1.07%;-1.92%;CTAS;Industrials;0.035579839;;
4/11/2008;D;1.07%;-1.92%;WM;Industrials;0.060576726;;
4/11/2008;D;1.07%;-1.92%;ICE;Financials;0.099833617;;
4/11/2008;D;1.07%;-1.92%;HCA;Health Care;;;
4/11/2008;D;1.07%;-1.92%;PH;Industrials;0.047242496;;
4/11/2008;D;1.07%;-1.92%;APH;Industrials;0.023319885;;
4/11/2008;D;1.07%;-1.92%;CI;Health Care;-0.061000846;;
4/11/2008;D;1.07%;-1.92%;EQIX;Industrials;0.062827984;;
4/11/2008;D;1.07%;-1.92%;MDLZ;Consumer Staples;0.040941919;;
4/11/2008;D;1.07%;-1.92%;DUK;Utilities;0.014997161;;
4/11/2008;D;1.07%;-1.92%;MCO;Financials;-0.005098167;;
4/11/2008;D;1.07%;-1.92%;ABNB;Consumer Discretionary;;;
4/11/2008;D;1.07%;-1.92%;SNPS;Information Technology;0;;
4/11/2008;D;1.07%;-1.92%;WELL;Industrials;0.006065264;;
4/11/2008;D;1.07%;-1.92%;GD;Industrials;0.045066957;;
4/11/2008;D;1.07%;-1.92%;MSI;Information Technology;0.03968265;;
4/11/2008;D;1.07%;-1.92%;PYPL;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;AON;Financials;0.024904012;;
4/11/2008;D;1.07%;-1.92%;CDNS;Information Technology;0.127562633;;
4/11/2008;D;1.07%;-1.92%;CME;Financials;0.060396014;;
4/11/2008;D;1.07%;-1.92%;PNC;Financials;0.062307839;;
4/11/2008;D;1.07%;-1.92%;CRWD;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;ITW;Industrials;0.036439728;;
4/11/2008;D;1.07%;-1.92%;CMG;Consumer Discretionary;0.032435711;;
4/11/2008;D;1.07%;-1.92%;ZTS;Health Care;;;
4/11/2008;D;1.07%;-1.92%;USB;Financials;0.062706096;;
4/11/2008;D;1.07%;-1.92%;MAR;Consumer Discretionary;0.044783686;;
4/11/2008;D;1.07%;-1.92%;MCK;Health Care;0.040810679;;
4/11/2008;D;1.07%;-1.92%;NOC;Industrials;0.031330668;;
4/11/2008;D;1.07%;-1.92%;TDG;Industrials;0.080764234;;
4/11/2008;D;1.07%;-1.92%;CL;Consumer Staples;0.041240121;;
4/11/2008;D;1.07%;-1.92%;EOG;Energy;0.110583751;;
4/11/2008;D;1.07%;-1.92%;CEG;Energy;;;
4/11/2008;D;1.07%;-1.92%;MMM;Industrials;0.023397285;;
4/11/2008;D;1.07%;-1.92%;EMR;Industrials;0.101351309;;
4/11/2008;D;1.07%;-1.92%;ECL;Materials;0.042268655;;
4/11/2008;D;1.07%;-1.92%;COF;Financials;0.080766754;;
4/11/2008;D;1.07%;-1.92%;ORLY;Consumer Discretionary;0.008968601;;
4/11/2008;D;1.07%;-1.92%;FTNT;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;FDX;Industrials;0.042727518;;
4/11/2008;D;1.07%;-1.92%;CVS;Consumer Staples;0.030489946;;
4/11/2008;D;1.07%;-1.92%;APD;Materials;0.062293432;;
4/11/2008;D;1.07%;-1.92%;CSX;Industrials;0.041991079;;
4/11/2008;D;1.07%;-1.92%;TGT;Consumer Discretionary;0.051627255;;
4/11/2008;D;1.07%;-1.92%;CARR;Industrials;;;
4/11/2008;D;1.07%;-1.92%;WMB;Energy;0.044731106;;
4/11/2008;D;1.07%;-1.92%;BDX;Health Care;0.012681667;;
4/11/2008;D;1.07%;-1.92%;RSG;Industrials;0.023819729;;
4/11/2008;D;1.07%;-1.92%;ADSK;Information Technology;-0.016608356;;
4/11/2008;D;1.07%;-1.92%;FCX;Materials;0.142163918;;
4/11/2008;D;1.07%;-1.92%;AJG;Financials;0.034888703;;
4/11/2008;D;1.07%;-1.92%;OKE;Utilities;-0.012187313;;
4/11/2008;D;1.07%;-1.92%;NSC;Industrials;0.039071601;;
4/11/2008;D;1.07%;-1.92%;GM;Consumer Discretionary;;;
4/11/2008;D;1.07%;-1.92%;SLB;Energy;0.047255398;;
4/11/2008;D;1.07%;-1.92%;ROP;Industrials;0.026829053;;
4/11/2008;D;1.07%;-1.92%;RCL;Consumer Discretionary;0.081005477;;
4/11/2008;D;1.07%;-1.92%;HLT;Consumer Discretionary;;;
4/11/2008;D;1.07%;-1.92%;DLR;Industrials;0.060086868;;
4/11/2008;D;1.07%;-1.92%;AFL;Financials;0.105743696;;
4/11/2008;D;1.07%;-1.92%;TFC;Financials;0.018309972;;
4/11/2008;D;1.07%;-1.92%;PCAR;Industrials;0.070793487;;
4/11/2008;D;1.07%;-1.92%;KMI;Energy;;;
4/11/2008;D;1.07%;-1.92%;NXPI;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;PSA;Financials;0.052624432;;
4/11/2008;D;1.07%;-1.92%;GWW;Industrials;0.028459637;;
4/11/2008;D;1.07%;-1.92%;TRV;Financials;0.050554689;;
4/11/2008;D;1.07%;-1.92%;SRE;Utilities;0.026388688;;
4/11/2008;D;1.07%;-1.92%;FICO;Information Technology;-0.02658885;;
4/11/2008;D;1.07%;-1.92%;JCI;Consumer Discretionary;0.052232774;;
4/11/2008;D;1.07%;-1.92%;MET;Financials;0.037631311;;
4/11/2008;D;1.07%;-1.92%;BK;Financials;0.048111978;;
4/11/2008;D;1.07%;-1.92%;DHI;Consumer Discretionary;0.028443041;;
4/11/2008;D;1.07%;-1.92%;CPRT;Consumer Discretionary;0.022500738;;
4/11/2008;D;1.07%;-1.92%;AMP;Financials;0.08011022;;
4/11/2008;D;1.07%;-1.92%;PAYX;Information Technology;0.013495288;;
4/11/2008;D;1.07%;-1.92%;FANG;Energy;;;
4/11/2008;D;1.07%;-1.92%;MNST;Consumer Staples;0.015210619;;
4/11/2008;D;1.07%;-1.92%;AZO;Consumer Discretionary;0.017559803;;
4/11/2008;D;1.07%;-1.92%;PSX;Energy;;;
4/11/2008;D;1.07%;-1.92%;ALL;Financials;0.038366447;;
4/11/2008;D;1.07%;-1.92%;AEP;Utilities;0.014237111;;
4/11/2008;D;1.07%;-1.92%;NEM;Materials;0.103802644;;
4/11/2008;D;1.07%;-1.92%;O;Industrials;0.01816581;;
4/11/2008;D;1.07%;-1.92%;LHX;Industrials;0.033424507;;
4/11/2008;D;1.07%;-1.92%;MPC;Energy;;;
4/11/2008;D;1.07%;-1.92%;COR;Consumer Discretionary;-0.000637958;;
4/11/2008;D;1.07%;-1.92%;CMI;Industrials;0.092320219;;
4/11/2008;D;1.07%;-1.92%;PWR;Industrials;0.005946618;;
4/11/2008;D;1.07%;-1.92%;VST;Energy;;;
4/11/2008;D;1.07%;-1.92%;D;Utilities;0.005759474;;
4/11/2008;D;1.07%;-1.92%;ODFL;Industrials;-0.015729722;;
4/11/2008;D;1.07%;-1.92%;FAST;Industrials;0.013814892;;
4/11/2008;D;1.07%;-1.92%;ROST;Consumer Discretionary;0.024287541;;
4/11/2008;D;1.07%;-1.92%;FIS;Information Technology;0.084088125;;
4/11/2008;D;1.07%;-1.92%;AIG;Financials;0.126168225;;
4/11/2008;D;1.07%;-1.92%;TEL;Information Technology;0.021618814;;
4/11/2008;D;1.07%;-1.92%;MSCI;Financials;0.0112425;;
4/11/2008;D;1.07%;-1.92%;LEN;Consumer Discretionary;0.132334567;;
4/11/2008;D;1.07%;-1.92%;HWM;Industrials;;;
4/11/2008;D;1.07%;-1.92%;CCI;Telecommunications Services;0.030302995;;
4/11/2008;D;1.07%;-1.92%;OXY;Energy;0.092345284;;
4/11/2008;D;1.07%;-1.92%;AXON;Information Technology;0.038759747;;
4/11/2008;D;1.07%;-1.92%;KVUE;Telecommunications Services;;;
4/11/2008;D;1.07%;-1.92%;NDAQ;Financials;0.061205611;;
4/11/2008;D;1.07%;-1.92%;KDP;Consumer Discretionary;0.032787294;;
4/11/2008;D;1.07%;-1.92%;KMB;Consumer Staples;0.017261748;;
4/11/2008;D;1.07%;-1.92%;AME;Industrials;0.035088223;;
4/11/2008;D;1.07%;-1.92%;PCG;Utilities;0.007625246;;
4/11/2008;D;1.07%;-1.92%;DFS;Financials;0.042535621;;
4/11/2008;D;1.07%;-1.92%;HES;Energy;0.05630623;;
4/11/2008;D;1.07%;-1.92%;F;Consumer Discretionary;0.014084322;;
4/11/2008;D;1.07%;-1.92%;PRU;Financials;0.189275674;;
4/11/2008;D;1.07%;-1.92%;KR;Consumer Staples;0.0164713;;
4/11/2008;D;1.07%;-1.92%;VLO;Energy;0.082799614;;
4/11/2008;D;1.07%;-1.92%;PEG;Utilities;0.004083363;;
4/11/2008;D;1.07%;-1.92%;STZ;Consumer Staples;0.041601425;;
4/11/2008;D;1.07%;-1.92%;IT;Information Technology;0.014659622;;
4/11/2008;D;1.07%;-1.92%;TRGP;Energy;;;
4/11/2008;D;1.07%;-1.92%;GLW;Industrials;0.051971001;;
4/11/2008;D;1.07%;-1.92%;CBRE;Industrials;-0.045272988;;
4/11/2008;D;1.07%;-1.92%;EA;Information Technology;0.009490826;;
4/11/2008;D;1.07%;-1.92%;IR;Industrials;;;
4/11/2008;D;1.07%;-1.92%;GRMN;Information Technology;0.00408163;;
4/11/2008;D;1.07%;-1.92%;VRSK;Information Technology;;;
4/11/2008;D;1.07%;-1.92%;CTVA;Industrials;;;
4/11/2008;D;1.07%;-1.92%;OTIS;Industrials;;;
4/11/2008;D;1.07%;-1.92%;KHC;Consumer Staples;;;
4/11/2008;D;1.07%;-1.92%;CTSH;Information Technology;0.053159419;;
4/11/2008;D;1.07%;-1.92%;IQV;Health Care;;;
4/11/2008;D;1.07%;-1.92%;LULU;Consumer Discretionary;-0.009724464;;
4/11/2008;D;1.07%;-1.92%;DAL;Consumer Discretionary;-0.020833277;;
4/11/2008;D;1.07%;-1.92%;A;Health Care;0.071304418;;
4/11/2008;D;1.07%;-1.92%;GEHC;Health Care;;;
4/11/2008;D;1.07%;-1.92%;MCHP;Information Technology;0.025557705;;
4/11/2008;D;1.07%;-1.92%;EW;Health Care;0.005951375;;
4/11/2008;D;1.07%;-1.92%;XEL;Utilities;0.023568968;;
4/11/2008;D;1.07%;-1.92%;VMC;Materials;0.074471607;;
4/11/2008;D;1.07%;-1.92%;ACGL;Financials;0.00647901;;
4/11/2008;D;1.07%;-1.92%;EXC;Utilities;0.081432204;;
4/11/2008;D;1.07%;-1.92%;YUM;Consumer Discretionary;0.033783814;;
